
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
01/01/2019 00:00,01/01/2019 00:00,0,0,0,5.568,,,,,,,,,,,,,
01/01/2019 01:00,01/01/2019 01:00,0,0,0,5.454,,,,,,,,,,,,,
01/01/2019 02:00,01/01/2019 02:00,0,0,0,5.33,,,,,,,,,,,,,
01/01/2019 03:00,01/01/2019 03:00,0,0,0,5.554,,,,,,,,,,,,,
01/01/2019 04:00,01/01/2019 04:00,0,0,0,5.812,,,,,,,,,,,,,
01/01/2019 05:00,01/01/2019 05:00,0,0,0,5.942,,,,,,,,,,,,,
01/01/2019 06:00,01/01/2019 06:00,0,0,0,6.038,,,,,,,,,,,,,
01/01/2019 07:00,01/01/2019 07:00,0,0,0,6.101,,,,,,,,,,,,,
01/01/2019 08:00,01/01/2019 08:00,0,0.001,0.004,6.285,,,,,,,,,,,,,
01/01/2019 09:00,01/01/2019 09:00,0.02,0.004,0.029,6.715,,,,,,,,,,,,,
01/01/2019 10:00,01/01/2019 10:00,0.049,0.01,0.056,7.338,,,,,,,,,,,,,
01/01/2019 11:00,01/01/2019 11:00,0.093,0.026,0.088,8.038,,,,,,,,,,,,,
01/01/2019 12:00,01/01/2019 12:00,0.114,0.039,0.097,8.525,,,,,,,,,,,,,
01/01/2019 13:00,01/01/2019 13:00,0.131,0.062,0.092,8.655,,,,,,,,,,,,,
01/01/2019 14:00,01/01/2019 14:00,0.083,0.042,0.061,8.222,,,,,,,,,,,,,
01/01/2019 15:00,01/01/2019 15:00,0.023,0.018,0.018,6.779,,,,,,,,,,,,,
01/01/2019 16:00,01/01/2019 16:00,0,0,0,5.035,,,,,,,,,,,,,
01/01/2019 17:00,01/01/2019 17:00,0,0,0,3.741,,,,,,,,,,,,,
01/01/2019 18:00,01/01/2019 18:00,0,0,0,2.914,,,,,,,,,,,,,
01/01/2019 19:00,01/01/2019 19:00,0,0,0,2.229,,,,,,,,,,,,,
01/01/2019 20:00,01/01/2019 20:00,0,0,0,1.727,,,,,,,,,,,,,
01/01/2019 21:00,01/01/2019 21:00,0,0,0,1.676,,,,,,,,,,,,,
01/01/2019 22:00,01/01/2019 22:00,0,0,0,1.843,,,,,,,,,,,,,
01/01/2019 23:00,01/01/2019 23:00,0,0,0,1.785,,,,,,,,,,,,,
02/01/2019 00:00,02/01/2019 00:00,0,0,0,0.992,,,,,,,,,,,,,
02/01/2019 01:00,02/01/2019 01:00,0,0,0,0.464,,,,,,,,,,,,,
02/01/2019 02:00,02/01/2019 02:00,0,0,0,0.113,,,,,,,,,,,,,
02/01/2019 03:00,02/01/2019 03:00,0,0,0,-0.12,,,,,,,,,,,,,
02/01/2019 04:00,02/01/2019 04:00,0,0,0,-0.555,,,,,,,,,,,,,
02/01/2019 05:00,02/01/2019 05:00,0,0,0,-0.869,,,,,,,,,,,,,
02/01/2019 06:00,02/01/2019 06:00,0,0,0,-1.199,,,,,,,,,,,,,
02/01/2019 07:00,02/01/2019 07:00,0,0,0,-1.591,,,,,,,,,,,,,
02/01/2019 08:00,02/01/2019 08:00,0.029,0.031,0.012,-1.67,,,,,,,,,,,,,
02/01/2019 09:00,02/01/2019 09:00,0.206,0.176,0.049,-0.213,,,,,,,,,,,,,
02/01/2019 10:00,02/01/2019 10:00,0.377,0.345,0.062,0.945,,,,,,,,,,,,,
02/01/2019 11:00,02/01/2019 11:00,0.42,0.386,0.072,2.223,,,,,,,,,,,,,
02/01/2019 12:00,02/01/2019 12:00,0.402,0.365,0.077,3.796,,,,,,,,,,,,,
02/01/2019 13:00,02/01/2019 13:00,0.322,0.281,0.073,4.28,,,,,,,,,,,,,
02/01/2019 14:00,02/01/2019 14:00,0.19,0.156,0.057,3.784,,,,,,,,,,,,,
02/01/2019 15:00,02/01/2019 15:00,0.047,0.044,0.018,1.846,,,,,,,,,,,,,
02/01/2019 16:00,02/01/2019 16:00,0,0,0,0.656,,,,,,,,,,,,,
02/01/2019 17:00,02/01/2019 17:00,0,0,0,0.449,,,,,,,,,,,,,
02/01/2019 18:00,02/01/2019 18:00,0,0,0,0.347,,,,,,,,,,,,,
02/01/2019 19:00,02/01/2019 19:00,0,0,0,0.345,,,,,,,,,,,,,
02/01/2019 20:00,02/01/2019 20:00,0,0,0,0.407,,,,,,,,,,,,,
02/01/2019 21:00,02/01/2019 21:00,0,0,0,0.388,,,,,,,,,,,,,
02/01/2019 22:00,02/01/2019 22:00,0,0,0,0.154,,,,,,,,,,,,,
02/01/2019 23:00,02/01/2019 23:00,0,0,0,-0.163,,,,,,,,,,,,,
03/01/2019 00:00,03/01/2019 00:00,0,0,0,-0.382,,,,,,,,,,,,,
03/01/2019 01:00,03/01/2019 01:00,0,0,0,-0.54,,,,,,,,,,,,,
03/01/2019 02:00,03/01/2019 02:00,0,0,0,-0.715,,,,,,,,,,,,,
03/01/2019 03:00,03/01/2019 03:00,0,0,0,-0.84,,,,,,,,,,,,,
03/01/2019 04:00,03/01/2019 04:00,0,0,0,-0.791,,,,,,,,,,,,,
03/01/2019 05:00,03/01/2019 05:00,0,0,0,-0.751,,,,,,,,,,,,,
03/01/2019 06:00,03/01/2019 06:00,0,0,0,-0.707,,,,,,,,,,,,,
03/01/2019 07:00,03/01/2019 07:00,0,0,0,-0.602,,,,,,,,,,,,,
03/01/2019 08:00,03/01/2019 08:00,0.016,0.016,0.012,-0.257,,,,,,,,,,,,,
03/01/2019 09:00,03/01/2019 09:00,0.122,0.084,0.055,0.979,,,,,,,,,,,,,
03/01/2019 10:00,03/01/2019 10:00,0.251,0.19,0.083,2.033,,,,,,,,,,,,,
03/01/2019 11:00,03/01/2019 11:00,0.328,0.264,0.095,3.379,,,,,,,,,,,,,
03/01/2019 12:00,03/01/2019 12:00,0.257,0.18,0.102,3.766,,,,,,,,,,,,,
03/01/2019 13:00,03/01/2019 13:00,0.183,0.114,0.091,3.703,,,,,,,,,,,,,
03/01/2019 14:00,03/01/2019 14:00,0.109,0.066,0.061,3.29,,,,,,,,,,,,,
03/01/2019 15:00,03/01/2019 15:00,0.028,0.023,0.019,2.051,,,,,,,,,,,,,
03/01/2019 16:00,03/01/2019 16:00,0,0,0,1.109,,,,,,,,,,,,,
03/01/2019 17:00,03/01/2019 17:00,0,0,0,0.321,,,,,,,,,,,,,
03/01/2019 18:00,03/01/2019 18:00,0,0,0,-0.559,,,,,,,,,,,,,
03/01/2019 19:00,03/01/2019 19:00,0,0,0,-1.095,,,,,,,,,,,,,
03/01/2019 20:00,03/01/2019 20:00,0,0,0,-1.228,,,,,,,,,,,,,
03/01/2019 21:00,03/01/2019 21:00,0,0,0,-1.319,,,,,,,,,,,,,
03/01/2019 22:00,03/01/2019 22:00,0,0,0,-1.528,,,,,,,,,,,,,
03/01/2019 23:00,03/01/2019 23:00,0,0,0,-0.961,,,,,,,,,,,,,
04/01/2019 00:00,04/01/2019 00:00,0,0,0,-0.859,,,,,,,,,,,,,
04/01/2019 01:00,04/01/2019 01:00,0,0,0,-1.56,,,,,,,,,,,,,
04/01/2019 02:00,04/01/2019 02:00,0,0,0,-2.172,,,,,,,,,,,,,
04/01/2019 03:00,04/01/2019 03:00,0,0,0,-2.259,,,,,,,,,,,,,
04/01/2019 04:00,04/01/2019 04:00,0,0,0,-1.97,,,,,,,,,,,,,
04/01/2019 05:00,04/01/2019 05:00,0,0,0,-2.056,,,,,,,,,,,,,
04/01/2019 06:00,04/01/2019 06:00,0,0,0,-2.311,,,,,,,,,,,,,
04/01/2019 07:00,04/01/2019 07:00,0,0,0,-2.547,,,,,,,,,,,,,
04/01/2019 08:00,04/01/2019 08:00,0.034,0.034,0.014,-2.55,,,,,,,,,,,,,
04/01/2019 09:00,04/01/2019 09:00,0.144,0.105,0.055,-1.097,,,,,,,,,,,,,
04/01/2019 10:00,04/01/2019 10:00,0.206,0.14,0.085,-0.225,,,,,,,,,,,,,
04/01/2019 11:00,04/01/2019 11:00,0.269,0.191,0.1,0.83,,,,,,,,,,,,,
04/01/2019 12:00,04/01/2019 12:00,0.267,0.189,0.101,1.812,,,,,,,,,,,,,
04/01/2019 13:00,04/01/2019 13:00,0.226,0.16,0.088,1.832,,,,,,,,,,,,,
04/01/2019 14:00,04/01/2019 14:00,0.218,0.179,0.059,1.027,,,,,,,,,,,,,
04/01/2019 15:00,04/01/2019 15:00,0.065,0.059,0.022,-1.228,,,,,,,,,,,,,
04/01/2019 16:00,04/01/2019 16:00,0,0,0,-2.421,,,,,,,,,,,,,
04/01/2019 17:00,04/01/2019 17:00,0,0,0,-2.486,,,,,,,,,,,,,
04/01/2019 18:00,04/01/2019 18:00,0,0,0,-2.373,,,,,,,,,,,,,
04/01/2019 19:00,04/01/2019 19:00,0,0,0,-2.208,,,,,,,,,,,,,
04/01/2019 20:00,04/01/2019 20:00,0,0,0,-1.973,,,,,,,,,,,,,
04/01/2019 21:00,04/01/2019 21:00,0,0,0,-1.513,,,,,,,,,,,,,
04/01/2019 22:00,04/01/2019 22:00,0,0,0,-1.201,,,,,,,,,,,,,
04/01/2019 23:00,04/01/2019 23:00,0,0,0,-1.08,,,,,,,,,,,,,
05/01/2019 00:00,05/01/2019 00:00,0,0,0,-0.907,,,,,,,,,,,,,
05/01/2019 01:00,05/01/2019 01:00,0,0,0,-0.744,,,,,,,,,,,,,
05/01/2019 02:00,05/01/2019 02:00,0,0,0,-0.731,,,,,,,,,,,,,
05/01/2019 03:00,05/01/2019 03:00,0,0,0,-0.746,,,,,,,,,,,,,
05/01/2019 04:00,05/01/2019 04:00,0,0,0,-0.705,,,,,,,,,,,,,
05/01/2019 05:00,05/01/2019 05:00,0,0,0,-0.667,,,,,,,,,,,,,
05/01/2019 06:00,05/01/2019 06:00,0,0,0,-0.695,,,,,,,,,,,,,
05/01/2019 07:00,05/01/2019 07:00,0,0,0,-0.798,,,,,,,,,,,,,
05/01/2019 08:00,05/01/2019 08:00,0.01,0.009,0.011,-0.698,,,,,,,,,,,,,
05/01/2019 09:00,05/01/2019 09:00,0.076,0.04,0.053,0.104,,,,,,,,,,,,,
05/01/2019 10:00,05/01/2019 10:00,0.18,0.11,0.09,1.081,,,,,,,,,,,,,
05/01/2019 11:00,05/01/2019 11:00,0.244,0.161,0.105,1.969,,,,,,,,,,,,,
05/01/2019 12:00,05/01/2019 12:00,0.25,0.167,0.106,2.697,,,,,,,,,,,,,
05/01/2019 13:00,05/01/2019 13:00,0.208,0.136,0.093,2.855,,,,,,,,,,,,,
05/01/2019 14:00,05/01/2019 14:00,0.118,0.072,0.064,2.211,,,,,,,,,,,,,
05/01/2019 15:00,05/01/2019 15:00,0.022,0.016,0.019,0.685,,,,,,,,,,,,,
05/01/2019 16:00,05/01/2019 16:00,0,0,0,-0.006,,,,,,,,,,,,,
05/01/2019 17:00,05/01/2019 17:00,0,0,0,0.187,,,,,,,,,,,,,
05/01/2019 18:00,05/01/2019 18:00,0,0,0,0.491,,,,,,,,,,,,,
05/01/2019 19:00,05/01/2019 19:00,0,0,0,0.709,,,,,,,,,,,,,
05/01/2019 20:00,05/01/2019 20:00,0,0,0,0.823,,,,,,,,,,,,,
05/01/2019 21:00,05/01/2019 21:00,0,0,0,0.955,,,,,,,,,,,,,
05/01/2019 22:00,05/01/2019 22:00,0,0,0,1.215,,,,,,,,,,,,,
05/01/2019 23:00,05/01/2019 23:00,0,0,0,1.421,,,,,,,,,,,,,
06/01/2019 00:00,06/01/2019 00:00,0,0,0,1.613,,,,,,,,,,,,,
06/01/2019 01:00,06/01/2019 01:00,0,0,0,1.819,,,,,,,,,,,,,
06/01/2019 02:00,06/01/2019 02:00,0,0,0,1.934,,,,,,,,,,,,,
06/01/2019 03:00,06/01/2019 03:00,0,0,0,1.995,,,,,,,,,,,,,
06/01/2019 04:00,06/01/2019 04:00,0,0,0,1.981,,,,,,,,,,,,,
06/01/2019 05:00,06/01/2019 05:00,0,0,0,1.993,,,,,,,,,,,,,
06/01/2019 06:00,06/01/2019 06:00,0,0,0,2.097,,,,,,,,,,,,,
06/01/2019 07:00,06/01/2019 07:00,0,0,0,2.082,,,,,,,,,,,,,
06/01/2019 08:00,06/01/2019 08:00,0.004,0.003,0.009,2.048,,,,,,,,,,,,,
06/01/2019 09:00,06/01/2019 09:00,0.04,0.011,0.044,3.062,,,,,,,,,,,,,
06/01/2019 10:00,06/01/2019 10:00,0.06,0.012,0.065,3.708,,,,,,,,,,,,,
06/01/2019 11:00,06/01/2019 11:00,0.056,0.008,0.065,4.062,,,,,,,,,,,,,
06/01/2019 12:00,06/01/2019 12:00,0.076,0.014,0.08,4.488,,,,,,,,,,,,,
06/01/2019 13:00,06/01/2019 13:00,0.07,0.015,0.073,4.682,,,,,,,,,,,,,
06/01/2019 14:00,06/01/2019 14:00,0.044,0.011,0.049,4.375,,,,,,,,,,,,,
06/01/2019 15:00,06/01/2019 15:00,0.007,0.003,0.013,3.512,,,,,,,,,,,,,
06/01/2019 16:00,06/01/2019 16:00,0,0,0,3.137,,,,,,,,,,,,,
06/01/2019 17:00,06/01/2019 17:00,0,0,0,3.384,,,,,,,,,,,,,
06/01/2019 18:00,06/01/2019 18:00,0,0,0,3.622,,,,,,,,,,,,,
06/01/2019 19:00,06/01/2019 19:00,0,0,0,3.759,,,,,,,,,,,,,
06/01/2019 20:00,06/01/2019 20:00,0,0,0,3.818,,,,,,,,,,,,,
06/01/2019 21:00,06/01/2019 21:00,0,0,0,3.829,,,,,,,,,,,,,
06/01/2019 22:00,06/01/2019 22:00,0,0,0,3.639,,,,,,,,,,,,,
06/01/2019 23:00,06/01/2019 23:00,0,0,0,3.375,,,,,,,,,,,,,
07/01/2019 00:00,07/01/2019 00:00,0,0,0,3.405,,,,,,,,,,,,,
07/01/2019 01:00,07/01/2019 01:00,0,0,0,3.343,,,,,,,,,,,,,
07/01/2019 02:00,07/01/2019 02:00,0,0,0,3.075,,,,,,,,,,,,,
07/01/2019 03:00,07/01/2019 03:00,0,0,0,3.017,,,,,,,,,,,,,
07/01/2019 04:00,07/01/2019 04:00,0,0,0,2.999,,,,,,,,,,,,,
07/01/2019 05:00,07/01/2019 05:00,0,0,0,3.172,,,,,,,,,,,,,
07/01/2019 06:00,07/01/2019 06:00,0,0,0,3.522,,,,,,,,,,,,,
07/01/2019 07:00,07/01/2019 07:00,0,0,0,3.917,,,,,,,,,,,,,
07/01/2019 08:00,07/01/2019 08:00,0.001,0.001,0.006,4.312,,,,,,,,,,,,,
07/01/2019 09:00,07/01/2019 09:00,0.024,0.005,0.033,4.952,,,,,,,,,,,,,
07/01/2019 10:00,07/01/2019 10:00,0.053,0.01,0.061,5.865,,,,,,,,,,,,,
07/01/2019 11:00,07/01/2019 11:00,0.071,0.013,0.077,6.858,,,,,,,,,,,,,
07/01/2019 12:00,07/01/2019 12:00,0.095,0.023,0.093,7.819,,,,,,,,,,,,,
07/01/2019 13:00,07/01/2019 13:00,0.082,0.022,0.081,8.45,,,,,,,,,,,,,
07/01/2019 14:00,07/01/2019 14:00,0.066,0.024,0.061,8.559,,,,,,,,,,,,,
07/01/2019 15:00,07/01/2019 15:00,0.009,0.004,0.015,8.254,,,,,,,,,,,,,
07/01/2019 16:00,07/01/2019 16:00,0,0,0,7.938,,,,,,,,,,,,,
07/01/2019 17:00,07/01/2019 17:00,0,0,0,7.795,,,,,,,,,,,,,
07/01/2019 18:00,07/01/2019 18:00,0,0,0,7.726,,,,,,,,,,,,,
07/01/2019 19:00,07/01/2019 19:00,0,0,0,7.706,,,,,,,,,,,,,
07/01/2019 20:00,07/01/2019 20:00,0,0,0,7.7,,,,,,,,,,,,,
07/01/2019 21:00,07/01/2019 21:00,0,0,0,7.5,,,,,,,,,,,,,
07/01/2019 22:00,07/01/2019 22:00,0,0,0,6.803,,,,,,,,,,,,,
07/01/2019 23:00,07/01/2019 23:00,0,0,0,5.83,,,,,,,,,,,,,
08/01/2019 00:00,08/01/2019 00:00,0,0,0,4.619,,,,,,,,,,,,,
08/01/2019 01:00,08/01/2019 01:00,0,0,0,3.686,,,,,,,,,,,,,
08/01/2019 02:00,08/01/2019 02:00,0,0,0,3.202,,,,,,,,,,,,,
08/01/2019 03:00,08/01/2019 03:00,0,0,0,3.103,,,,,,,,,,,,,
08/01/2019 04:00,08/01/2019 04:00,0,0,0,2.99,,,,,,,,,,,,,
08/01/2019 05:00,08/01/2019 05:00,0,0,0,3.113,,,,,,,,,,,,,
08/01/2019 06:00,08/01/2019 06:00,0,0,0,3.29,,,,,,,,,,,,,
08/01/2019 07:00,08/01/2019 07:00,0,0,0,3.714,,,,,,,,,,,,,
08/01/2019 08:00,08/01/2019 08:00,0.004,0.004,0.009,4.18,,,,,,,,,,,,,
08/01/2019 09:00,08/01/2019 09:00,0.044,0.017,0.043,4.875,,,,,,,,,,,,,
08/01/2019 10:00,08/01/2019 10:00,0.21,0.146,0.089,5.61,,,,,,,,,,,,,
08/01/2019 11:00,08/01/2019 11:00,0.404,0.367,0.083,6.388,,,,,,,,,,,,,
08/01/2019 12:00,08/01/2019 12:00,0.455,0.438,0.074,6.888,,,,,,,,,,,,,
08/01/2019 13:00,08/01/2019 13:00,0.402,0.382,0.067,6.918,,,,,,,,,,,,,
08/01/2019 14:00,08/01/2019 14:00,0.258,0.232,0.056,6.399,,,,,,,,,,,,,
08/01/2019 15:00,08/01/2019 15:00,0.063,0.057,0.024,4.884,,,,,,,,,,,,,
08/01/2019 16:00,08/01/2019 16:00,0,0,0,3.048,,,,,,,,,,,,,
08/01/2019 17:00,08/01/2019 17:00,0,0,0,2.569,,,,,,,,,,,,,
08/01/2019 18:00,08/01/2019 18:00,0,0,0,2.133,,,,,,,,,,,,,
08/01/2019 19:00,08/01/2019 19:00,0,0,0,1.954,,,,,,,,,,,,,
08/01/2019 20:00,08/01/2019 20:00,0,0,0,2.044,,,,,,,,,,,,,
08/01/2019 21:00,08/01/2019 21:00,0,0,0,2.076,,,,,,,,,,,,,
08/01/2019 22:00,08/01/2019 22:00,0,0,0,2.046,,,,,,,,,,,,,
08/01/2019 23:00,08/01/2019 23:00,0,0,0,1.913,,,,,,,,,,,,,
09/01/2019 00:00,09/01/2019 00:00,0,0,0,1.861,,,,,,,,,,,,,
09/01/2019 01:00,09/01/2019 01:00,0,0,0,1.91,,,,,,,,,,,,,
09/01/2019 02:00,09/01/2019 02:00,0,0,0,1.707,,,,,,,,,,,,,
09/01/2019 03:00,09/01/2019 03:00,0,0,0,1.541,,,,,,,,,,,,,
09/01/2019 04:00,09/01/2019 04:00,0,0,0,1.259,,,,,,,,,,,,,
09/01/2019 05:00,09/01/2019 05:00,0,0,0,0.685,,,,,,,,,,,,,
09/01/2019 06:00,09/01/2019 06:00,0,0,0,0.391,,,,,,,,,,,,,
09/01/2019 07:00,09/01/2019 07:00,0,0,0,-0.055,,,,,,,,,,,,,
09/01/2019 08:00,09/01/2019 08:00,0.02,0.019,0.014,-0.02,,,,,,,,,,,,,
09/01/2019 09:00,09/01/2019 09:00,0.209,0.173,0.055,0.686,,,,,,,,,,,,,
09/01/2019 10:00,09/01/2019 10:00,0.399,0.369,0.065,1.768,,,,,,,,,,,,,
09/01/2019 11:00,09/01/2019 11:00,0.468,0.446,0.07,2.908,,,,,,,,,,,,,
09/01/2019 12:00,09/01/2019 12:00,0.451,0.424,0.074,3.668,,,,,,,,,,,,,
09/01/2019 13:00,09/01/2019 13:00,0.369,0.333,0.072,3.885,,,,,,,,,,,,,
09/01/2019 14:00,09/01/2019 14:00,0.231,0.196,0.059,3.525,,,,,,,,,,,,,
09/01/2019 15:00,09/01/2019 15:00,0.057,0.049,0.024,2.228,,,,,,,,,,,,,
09/01/2019 16:00,09/01/2019 16:00,0,0,0,0.618,,,,,,,,,,,,,
09/01/2019 17:00,09/01/2019 17:00,0,0,0,0.233,,,,,,,,,,,,,
09/01/2019 18:00,09/01/2019 18:00,0,0,0,-0.222,,,,,,,,,,,,,
09/01/2019 19:00,09/01/2019 19:00,0,0,0,-0.398,,,,,,,,,,,,,
09/01/2019 20:00,09/01/2019 20:00,0,0,0,-0.081,,,,,,,,,,,,,
09/01/2019 21:00,09/01/2019 21:00,0,0,0,0.035,,,,,,,,,,,,,
09/01/2019 22:00,09/01/2019 22:00,0,0,0,-0.14,,,,,,,,,,,,,
09/01/2019 23:00,09/01/2019 23:00,0,0,0,-0.279,,,,,,,,,,,,,
10/01/2019 00:00,10/01/2019 00:00,0,0,0,-0.432,,,,,,,,,,,,,
10/01/2019 01:00,10/01/2019 01:00,0,0,0,-0.582,,,,,,,,,,,,,
10/01/2019 02:00,10/01/2019 02:00,0,0,0,-0.779,,,,,,,,,,,,,
10/01/2019 03:00,10/01/2019 03:00,0,0,0,-0.934,,,,,,,,,,,,,
10/01/2019 04:00,10/01/2019 04:00,0,0,0,-0.917,,,,,,,,,,,,,
10/01/2019 05:00,10/01/2019 05:00,0,0,0,-0.958,,,,,,,,,,,,,
10/01/2019 06:00,10/01/2019 06:00,0,0,0,-1.057,,,,,,,,,,,,,
10/01/2019 07:00,10/01/2019 07:00,0,0,0,-1.151,,,,,,,,,,,,,
10/01/2019 08:00,10/01/2019 08:00,0.008,0.005,0.012,-0.936,,,,,,,,,,,,,
10/01/2019 09:00,10/01/2019 09:00,0.046,0.013,0.049,0.149,,,,,,,,,,,,,
10/01/2019 10:00,10/01/2019 10:00,0.068,0.013,0.071,1.123,,,,,,,,,,,,,
10/01/2019 11:00,10/01/2019 11:00,0.066,0.009,0.074,1.923,,,,,,,,,,,,,
10/01/2019 12:00,10/01/2019 12:00,0.051,0.005,0.061,2.532,,,,,,,,,,,,,
10/01/2019 13:00,10/01/2019 13:00,0.033,0.003,0.044,2.864,,,,,,,,,,,,,
10/01/2019 14:00,10/01/2019 14:00,0.019,0.002,0.03,2.957,,,,,,,,,,,,,
10/01/2019 15:00,10/01/2019 15:00,0.003,0.001,0.009,2.786,,,,,,,,,,,,,
10/01/2019 16:00,10/01/2019 16:00,0,0,0,2.841,,,,,,,,,,,,,
10/01/2019 17:00,10/01/2019 17:00,0,0,0,3.293,,,,,,,,,,,,,
10/01/2019 18:00,10/01/2019 18:00,0,0,0,3.694,,,,,,,,,,,,,
10/01/2019 19:00,10/01/2019 19:00,0,0,0,4.033,,,,,,,,,,,,,
10/01/2019 20:00,10/01/2019 20:00,0,0,0,4.425,,,,,,,,,,,,,
10/01/2019 21:00,10/01/2019 21:00,0,0,0,4.82,,,,,,,,,,,,,
10/01/2019 22:00,10/01/2019 22:00,0,0,0,5.04,,,,,,,,,,,,,
10/01/2019 23:00,10/01/2019 23:00,0,0,0,4.645,,,,,,,,,,,,,
11/01/2019 00:00,11/01/2019 00:00,0,0,0,3.853,,,,,,,,,,,,,
11/01/2019 01:00,11/01/2019 01:00,0,0,0,3.211,,,,,,,,,,,,,
11/01/2019 02:00,11/01/2019 02:00,0,0,0,2.681,,,,,,,,,,,,,
11/01/2019 03:00,11/01/2019 03:00,0,0,0,2.484,,,,,,,,,,,,,
11/01/2019 04:00,11/01/2019 04:00,0,0,0,2.744,,,,,,,,,,,,,
11/01/2019 05:00,11/01/2019 05:00,0,0,0,3.022,,,,,,,,,,,,,
11/01/2019 06:00,11/01/2019 06:00,0,0,0,3.236,,,,,,,,,,,,,
11/01/2019 07:00,11/01/2019 07:00,0,0,0,3.423,,,,,,,,,,,,,
11/01/2019 08:00,11/01/2019 08:00,0.005,0.003,0.01,3.661,,,,,,,,,,,,,
11/01/2019 09:00,11/01/2019 09:00,0.036,0.009,0.043,4.212,,,,,,,,,,,,,
11/01/2019 10:00,11/01/2019 10:00,0.071,0.017,0.072,4.786,,,,,,,,,,,,,
11/01/2019 11:00,11/01/2019 11:00,0.103,0.027,0.095,5.504,,,,,,,,,,,,,
11/01/2019 12:00,11/01/2019 12:00,0.134,0.047,0.109,6.106,,,,,,,,,,,,,
11/01/2019 13:00,11/01/2019 13:00,0.132,0.054,0.099,6.375,,,,,,,,,,,,,
11/01/2019 14:00,11/01/2019 14:00,0.065,0.022,0.061,6.058,,,,,,,,,,,,,
11/01/2019 15:00,11/01/2019 15:00,0.011,0.004,0.017,5.227,,,,,,,,,,,,,
11/01/2019 16:00,11/01/2019 16:00,0,0,0,4.768,,,,,,,,,,,,,
11/01/2019 17:00,11/01/2019 17:00,0,0,0,4.681,,,,,,,,,,,,,
11/01/2019 18:00,11/01/2019 18:00,0,0,0,4.45,,,,,,,,,,,,,
11/01/2019 19:00,11/01/2019 19:00,0,0,0,4.163,,,,,,,,,,,,,
11/01/2019 20:00,11/01/2019 20:00,0,0,0,3.903,,,,,,,,,,,,,
11/01/2019 21:00,11/01/2019 21:00,0,0,0,3.463,,,,,,,,,,,,,
11/01/2019 22:00,11/01/2019 22:00,0,0,0,3.342,,,,,,,,,,,,,
11/01/2019 23:00,11/01/2019 23:00,0,0,0,3.342,,,,,,,,,,,,,
12/01/2019 00:00,12/01/2019 00:00,0,0,0,3.407,,,,,,,,,,,,,
12/01/2019 01:00,12/01/2019 01:00,0,0,0,3.404,,,,,,,,,,,,,
12/01/2019 02:00,12/01/2019 02:00,0,0,0,3.49,,,,,,,,,,,,,
12/01/2019 03:00,12/01/2019 03:00,0,0,0,3.469,,,,,,,,,,,,,
12/01/2019 04:00,12/01/2019 04:00,0,0,0,3.625,,,,,,,,,,,,,
12/01/2019 05:00,12/01/2019 05:00,0,0,0,4.265,,,,,,,,,,,,,
12/01/2019 06:00,12/01/2019 06:00,0,0,0,5.318,,,,,,,,,,,,,
12/01/2019 07:00,12/01/2019 07:00,0,0,0,6.185,,,,,,,,,,,,,
12/01/2019 08:00,12/01/2019 08:00,0,0,0.003,6.616,,,,,,,,,,,,,
12/01/2019 09:00,12/01/2019 09:00,0.005,0.001,0.013,7.047,,,,,,,,,,,,,
12/01/2019 10:00,12/01/2019 10:00,0.02,0.002,0.032,7.38,,,,,,,,,,,,,
12/01/2019 11:00,12/01/2019 11:00,0.079,0.013,0.086,7.826,,,,,,,,,,,,,
12/01/2019 12:00,12/01/2019 12:00,0.088,0.016,0.092,7.934,,,,,,,,,,,,,
12/01/2019 13:00,12/01/2019 13:00,0.048,0.006,0.059,7.596,,,,,,,,,,,,,
12/01/2019 14:00,12/01/2019 14:00,0.02,0.002,0.031,7.202,,,,,,,,,,,,,
12/01/2019 15:00,12/01/2019 15:00,0.004,0.001,0.011,6.83,,,,,,,,,,,,,
12/01/2019 16:00,12/01/2019 16:00,0,0,0,6.549,,,,,,,,,,,,,
12/01/2019 17:00,12/01/2019 17:00,0,0,0,6.5,,,,,,,,,,,,,
12/01/2019 18:00,12/01/2019 18:00,0,0,0,6.569,,,,,,,,,,,,,
12/01/2019 19:00,12/01/2019 19:00,0,0,0,6.78,,,,,,,,,,,,,
12/01/2019 20:00,12/01/2019 20:00,0,0,0,7.047,,,,,,,,,,,,,
12/01/2019 21:00,12/01/2019 21:00,0,0,0,7.19,,,,,,,,,,,,,
12/01/2019 22:00,12/01/2019 22:00,0,0,0,7.285,,,,,,,,,,,,,
12/01/2019 23:00,12/01/2019 23:00,0,0,0,7.455,,,,,,,,,,,,,
13/01/2019 00:00,13/01/2019 00:00,0,0,0,7.64,,,,,,,,,,,,,
13/01/2019 01:00,13/01/2019 01:00,0,0,0,7.718,,,,,,,,,,,,,
13/01/2019 02:00,13/01/2019 02:00,0,0,0,7.732,,,,,,,,,,,,,
13/01/2019 03:00,13/01/2019 03:00,0,0,0,7.77,,,,,,,,,,,,,
13/01/2019 04:00,13/01/2019 04:00,0,0,0,7.668,,,,,,,,,,,,,
13/01/2019 05:00,13/01/2019 05:00,0,0,0,7.572,,,,,,,,,,,,,
13/01/2019 06:00,13/01/2019 06:00,0,0,0,7.527,,,,,,,,,,,,,
