
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
15/10/2019 07:00,15/10/2019 08:00,0.017,0.004,0.026,7.592,,,,,,,,,,,,,
15/10/2019 08:00,15/10/2019 09:00,0.074,0.017,0.077,8.496,,,,,,,,,,,,,
15/10/2019 09:00,15/10/2019 10:00,0.166,0.055,0.137,9.831,,,,,,,,,,,,,
15/10/2019 10:00,15/10/2019 11:00,0.205,0.07,0.166,11.058,,,,,,,,,,,,,
15/10/2019 11:00,15/10/2019 12:00,0.296,0.147,0.192,12.261,,,,,,,,,,,,,
15/10/2019 12:00,15/10/2019 13:00,0.457,0.365,0.167,13.265,,,,,,,,,,,,,
15/10/2019 13:00,15/10/2019 14:00,0.469,0.408,0.14,13.871,,,,,,,,,,,,,
15/10/2019 14:00,15/10/2019 15:00,0.349,0.272,0.131,13.928,,,,,,,,,,,,,
15/10/2019 15:00,15/10/2019 16:00,0.225,0.158,0.103,13.551,,,,,,,,,,,,,
15/10/2019 16:00,15/10/2019 17:00,0.067,0.036,0.051,12.199,,,,,,,,,,,,,
15/10/2019 17:00,15/10/2019 18:00,0,0.001,0.003,10.139,,,,,,,,,,,,,
15/10/2019 18:00,15/10/2019 19:00,0,0,0,9.636,,,,,,,,,,,,,
15/10/2019 19:00,15/10/2019 20:00,0,0,0,9.354,,,,,,,,,,,,,
15/10/2019 20:00,15/10/2019 21:00,0,0,0,8.482,,,,,,,,,,,,,
15/10/2019 21:00,15/10/2019 22:00,0,0,0,7.481,,,,,,,,,,,,,
15/10/2019 22:00,15/10/2019 23:00,0,0,0,7.25,,,,,,,,,,,,,
15/10/2019 23:00,16/10/2019 00:00,0,0,0,8.201,,,,,,,,,,,,,
16/10/2019 00:00,16/10/2019 01:00,0,0,0,9.021,,,,,,,,,,,,,
16/10/2019 01:00,16/10/2019 02:00,0,0,0,9.473,,,,,,,,,,,,,
16/10/2019 02:00,16/10/2019 03:00,0,0,0,9.894,,,,,,,,,,,,,
16/10/2019 03:00,16/10/2019 04:00,0,0,0,10.357,,,,,,,,,,,,,
16/10/2019 04:00,16/10/2019 05:00,0,0,0,11.054,,,,,,,,,,,,,
16/10/2019 05:00,16/10/2019 06:00,0,0,0,11.482,,,,,,,,,,,,,
16/10/2019 06:00,16/10/2019 07:00,0,0,0,11.704,,,,,,,,,,,,,
16/10/2019 07:00,16/10/2019 08:00,0.013,0.003,0.023,12.032,,,,,,,,,,,,,
16/10/2019 08:00,16/10/2019 09:00,0.087,0.025,0.085,12.227,,,,,,,,,,,,,
16/10/2019 09:00,16/10/2019 10:00,0.197,0.084,0.144,11.955,,,,,,,,,,,,,
16/10/2019 10:00,16/10/2019 11:00,0.223,0.084,0.172,11.914,,,,,,,,,,,,,
16/10/2019 11:00,16/10/2019 12:00,0.204,0.057,0.178,12.071,,,,,,,,,,,,,
16/10/2019 12:00,16/10/2019 13:00,0.152,0.028,0.151,12.012,,,,,,,,,,,,,
16/10/2019 13:00,16/10/2019 14:00,0.181,0.05,0.161,12.165,,,,,,,,,,,,,
16/10/2019 14:00,16/10/2019 15:00,0.284,0.179,0.146,12.459,,,,,,,,,,,,,
16/10/2019 15:00,16/10/2019 16:00,0.332,0.3,0.08,12.286,,,,,,,,,,,,,
16/10/2019 16:00,16/10/2019 17:00,0.141,0.118,0.049,10.405,,,,,,,,,,,,,
16/10/2019 17:00,16/10/2019 18:00,0,0.002,0.003,7.649,,,,,,,,,,,,,
16/10/2019 18:00,16/10/2019 19:00,0,0,0,6.847,,,,,,,,,,,,,
16/10/2019 19:00,16/10/2019 20:00,0,0,0,6.338,,,,,,,,,,,,,
16/10/2019 20:00,16/10/2019 21:00,0,0,0,5.891,,,,,,,,,,,,,
16/10/2019 21:00,16/10/2019 22:00,0,0,0,5.506,,,,,,,,,,,,,
16/10/2019 22:00,16/10/2019 23:00,0,0,0,5.157,,,,,,,,,,,,,
16/10/2019 23:00,17/10/2019 00:00,0,0,0,4.883,,,,,,,,,,,,,
17/10/2019 00:00,17/10/2019 01:00,0,0,0,4.625,,,,,,,,,,,,,
17/10/2019 01:00,17/10/2019 02:00,0,0,0,4.391,,,,,,,,,,,,,
17/10/2019 02:00,17/10/2019 03:00,0,0,0,4.151,,,,,,,,,,,,,
17/10/2019 03:00,17/10/2019 04:00,0,0,0,3.943,,,,,,,,,,,,,
17/10/2019 04:00,17/10/2019 05:00,0,0,0,4.051,,,,,,,,,,,,,
17/10/2019 05:00,17/10/2019 06:00,0,0,0,4.493,,,,,,,,,,,,,
17/10/2019 06:00,17/10/2019 07:00,0,0,0,4.934,,,,,,,,,,,,,
17/10/2019 07:00,17/10/2019 08:00,0.03,0.012,0.033,6.249,,,,,,,,,,,,,
17/10/2019 08:00,17/10/2019 09:00,0.129,0.061,0.091,8.257,,,,,,,,,,,,,
17/10/2019 09:00,17/10/2019 10:00,0.338,0.26,0.123,10.207,,,,,,,,,,,,,
17/10/2019 10:00,17/10/2019 11:00,0.407,0.322,0.145,11.799,,,,,,,,,,,,,
17/10/2019 11:00,17/10/2019 12:00,0.46,0.376,0.158,12.6,,,,,,,,,,,,,
17/10/2019 12:00,17/10/2019 13:00,0.355,0.224,0.183,12.832,,,,,,,,,,,,,
17/10/2019 13:00,17/10/2019 14:00,0.272,0.136,0.176,12.775,,,,,,,,,,,,,
17/10/2019 14:00,17/10/2019 15:00,0.156,0.051,0.133,12.369,,,,,,,,,,,,,
17/10/2019 15:00,17/10/2019 16:00,0.107,0.037,0.094,11.844,,,,,,,,,,,,,
17/10/2019 16:00,17/10/2019 17:00,0.053,0.027,0.045,11.011,,,,,,,,,,,,,
17/10/2019 17:00,17/10/2019 18:00,0,0.001,0.002,9.775,,,,,,,,,,,,,
17/10/2019 18:00,17/10/2019 19:00,0,0,0,9.187,,,,,,,,,,,,,
17/10/2019 19:00,17/10/2019 20:00,0,0,0,8.905,,,,,,,,,,,,,
17/10/2019 20:00,17/10/2019 21:00,0,0,0,8.805,,,,,,,,,,,,,
17/10/2019 21:00,17/10/2019 22:00,0,0,0,8.951,,,,,,,,,,,,,
17/10/2019 22:00,17/10/2019 23:00,0,0,0,9.094,,,,,,,,,,,,,
17/10/2019 23:00,18/10/2019 00:00,0,0,0,9.248,,,,,,,,,,,,,
18/10/2019 00:00,18/10/2019 01:00,0,0,0,9.405,,,,,,,,,,,,,
18/10/2019 01:00,18/10/2019 02:00,0,0,0,9.808,,,,,,,,,,,,,
18/10/2019 02:00,18/10/2019 03:00,0,0,0,10.115,,,,,,,,,,,,,
18/10/2019 03:00,18/10/2019 04:00,0,0,0,9.59,,,,,,,,,,,,,
18/10/2019 04:00,18/10/2019 05:00,0,0,0,8.551,,,,,,,,,,,,,
18/10/2019 05:00,18/10/2019 06:00,0,0,0,7.897,,,,,,,,,,,,,
18/10/2019 06:00,18/10/2019 07:00,0,0,0,7.453,,,,,,,,,,,,,
18/10/2019 07:00,18/10/2019 08:00,0.027,0.01,0.032,7.372,,,,,,,,,,,,,
18/10/2019 08:00,18/10/2019 09:00,0.094,0.03,0.085,8.253,,,,,,,,,,,,,
18/10/2019 09:00,18/10/2019 10:00,0.21,0.097,0.142,9.661,,,,,,,,,,,,,
18/10/2019 10:00,18/10/2019 11:00,0.277,0.139,0.176,11.144,,,,,,,,,,,,,
18/10/2019 11:00,18/10/2019 12:00,0.269,0.116,0.191,11.986,,,,,,,,,,,,,
18/10/2019 12:00,18/10/2019 13:00,0.267,0.111,0.195,12.283,,,,,,,,,,,,,
18/10/2019 13:00,18/10/2019 14:00,0.188,0.054,0.164,12.195,,,,,,,,,,,,,
18/10/2019 14:00,18/10/2019 15:00,0.125,0.028,0.122,11.866,,,,,,,,,,,,,
18/10/2019 15:00,18/10/2019 16:00,0.082,0.019,0.084,11.427,,,,,,,,,,,,,
18/10/2019 16:00,18/10/2019 17:00,0.027,0.008,0.034,10.802,,,,,,,,,,,,,
18/10/2019 17:00,18/10/2019 18:00,0,0,0.001,10.145,,,,,,,,,,,,,
18/10/2019 18:00,18/10/2019 19:00,0,0,0,9.786,,,,,,,,,,,,,
18/10/2019 19:00,18/10/2019 20:00,0,0,0,9.347,,,,,,,,,,,,,
18/10/2019 20:00,18/10/2019 21:00,0,0,0,9.019,,,,,,,,,,,,,
18/10/2019 21:00,18/10/2019 22:00,0,0,0,8.821,,,,,,,,,,,,,
18/10/2019 22:00,18/10/2019 23:00,0,0,0,8.65,,,,,,,,,,,,,
18/10/2019 23:00,19/10/2019 00:00,0,0,0,8.513,,,,,,,,,,,,,
19/10/2019 00:00,19/10/2019 01:00,0,0,0,8.357,,,,,,,,,,,,,
19/10/2019 01:00,19/10/2019 02:00,0,0,0,8.112,,,,,,,,,,,,,
19/10/2019 02:00,19/10/2019 03:00,0,0,0,7.756,,,,,,,,,,,,,
19/10/2019 03:00,19/10/2019 04:00,0,0,0,7.33,,,,,,,,,,,,,
19/10/2019 04:00,19/10/2019 05:00,0,0,0,7.11,,,,,,,,,,,,,
19/10/2019 05:00,19/10/2019 06:00,0,0,0,6.917,,,,,,,,,,,,,
19/10/2019 06:00,19/10/2019 07:00,0,0,0,6.748,,,,,,,,,,,,,
19/10/2019 07:00,19/10/2019 08:00,0.019,0.007,0.025,7.098,,,,,,,,,,,,,
19/10/2019 08:00,19/10/2019 09:00,0.115,0.051,0.086,8.093,,,,,,,,,,,,,
19/10/2019 09:00,19/10/2019 10:00,0.244,0.145,0.13,9.487,,,,,,,,,,,,,
19/10/2019 10:00,19/10/2019 11:00,0.35,0.247,0.15,10.665,,,,,,,,,,,,,
19/10/2019 11:00,19/10/2019 12:00,0.533,0.497,0.126,11.693,,,,,,,,,,,,,
19/10/2019 12:00,19/10/2019 13:00,0.52,0.48,0.129,12.281,,,,,,,,,,,,,
19/10/2019 13:00,19/10/2019 14:00,0.442,0.377,0.134,12.477,,,,,,,,,,,,,
19/10/2019 14:00,19/10/2019 15:00,0.33,0.253,0.124,12.364,,,,,,,,,,,,,
19/10/2019 15:00,19/10/2019 16:00,0.206,0.144,0.093,11.933,,,,,,,,,,,,,
19/10/2019 16:00,19/10/2019 17:00,0.073,0.05,0.043,10.37,,,,,,,,,,,,,
19/10/2019 17:00,19/10/2019 18:00,0,0,0.001,8.104,,,,,,,,,,,,,
19/10/2019 18:00,19/10/2019 19:00,0,0,0,7.346,,,,,,,,,,,,,
19/10/2019 19:00,19/10/2019 20:00,0,0,0,6.68,,,,,,,,,,,,,
19/10/2019 20:00,19/10/2019 21:00,0,0,0,6.056,,,,,,,,,,,,,
19/10/2019 21:00,19/10/2019 22:00,0,0,0,5.522,,,,,,,,,,,,,
19/10/2019 22:00,19/10/2019 23:00,0,0,0,4.992,,,,,,,,,,,,,
19/10/2019 23:00,20/10/2019 00:00,0,0,0,4.585,,,,,,,,,,,,,
20/10/2019 00:00,20/10/2019 01:00,0,0,0,4.752,,,,,,,,,,,,,
20/10/2019 01:00,20/10/2019 02:00,0,0,0,5.325,,,,,,,,,,,,,
20/10/2019 02:00,20/10/2019 03:00,0,0,0,5.709,,,,,,,,,,,,,
20/10/2019 03:00,20/10/2019 04:00,0,0,0,5.63,,,,,,,,,,,,,
20/10/2019 04:00,20/10/2019 05:00,0,0,0,5.363,,,,,,,,,,,,,
20/10/2019 05:00,20/10/2019 06:00,0,0,0,5.204,,,,,,,,,,,,,
20/10/2019 06:00,20/10/2019 07:00,0,0,0,5.194,,,,,,,,,,,,,
20/10/2019 07:00,20/10/2019 08:00,0.007,0.001,0.015,5.587,,,,,,,,,,,,,
20/10/2019 08:00,20/10/2019 09:00,0.058,0.01,0.066,6.525,,,,,,,,,,,,,
20/10/2019 09:00,20/10/2019 10:00,0.11,0.021,0.111,7.791,,,,,,,,,,,,,
20/10/2019 10:00,20/10/2019 11:00,0.145,0.029,0.141,8.814,,,,,,,,,,,,,
20/10/2019 11:00,20/10/2019 12:00,0.2,0.053,0.175,9.497,,,,,,,,,,,,,
20/10/2019 12:00,20/10/2019 13:00,0.234,0.08,0.186,10.123,,,,,,,,,,,,,
20/10/2019 13:00,20/10/2019 14:00,0.264,0.121,0.18,10.575,,,,,,,,,,,,,
20/10/2019 14:00,20/10/2019 15:00,0.217,0.1,0.147,10.648,,,,,,,,,,,,,
20/10/2019 15:00,20/10/2019 16:00,0.118,0.044,0.097,10.276,,,,,,,,,,,,,
20/10/2019 16:00,20/10/2019 17:00,0.019,0.005,0.027,9.413,,,,,,,,,,,,,
20/10/2019 17:00,20/10/2019 18:00,0,0,0,8.681,,,,,,,,,,,,,
20/10/2019 18:00,20/10/2019 19:00,0,0,0,8.346,,,,,,,,,,,,,
20/10/2019 19:00,20/10/2019 20:00,0,0,0,7.957,,,,,,,,,,,,,
20/10/2019 20:00,20/10/2019 21:00,0,0,0,7.701,,,,,,,,,,,,,
20/10/2019 21:00,20/10/2019 22:00,0,0,0,7.729,,,,,,,,,,,,,
20/10/2019 22:00,20/10/2019 23:00,0,0,0,7.857,,,,,,,,,,,,,
20/10/2019 23:00,21/10/2019 00:00,0,0,0,7.997,,,,,,,,,,,,,
21/10/2019 00:00,21/10/2019 01:00,0,0,0,8.164,,,,,,,,,,,,,
21/10/2019 01:00,21/10/2019 02:00,0,0,0,8.277,,,,,,,,,,,,,
21/10/2019 02:00,21/10/2019 03:00,0,0,0,8.313,,,,,,,,,,,,,
21/10/2019 03:00,21/10/2019 04:00,0,0,0,8.341,,,,,,,,,,,,,
21/10/2019 04:00,21/10/2019 05:00,0,0,0,8.262,,,,,,,,,,,,,
21/10/2019 05:00,21/10/2019 06:00,0,0,0,8.167,,,,,,,,,,,,,
21/10/2019 06:00,21/10/2019 07:00,0,0,0,8.1,,,,,,,,,,,,,
21/10/2019 07:00,21/10/2019 08:00,0.011,0.003,0.019,8.283,,,,,,,,,,,,,
21/10/2019 08:00,21/10/2019 09:00,0.058,0.011,0.065,8.848,,,,,,,,,,,,,
21/10/2019 09:00,21/10/2019 10:00,0.092,0.016,0.097,9.486,,,,,,,,,,,,,
21/10/2019 10:00,21/10/2019 11:00,0.206,0.072,0.163,10.32,,,,,,,,,,,,,
21/10/2019 11:00,21/10/2019 12:00,0.288,0.142,0.185,11.059,,,,,,,,,,,,,
21/10/2019 12:00,21/10/2019 13:00,0.395,0.277,0.175,11.757,,,,,,,,,,,,,
21/10/2019 13:00,21/10/2019 14:00,0.413,0.324,0.152,12.199,,,,,,,,,,,,,
21/10/2019 14:00,21/10/2019 15:00,0.265,0.162,0.14,12.119,,,,,,,,,,,,,
21/10/2019 15:00,21/10/2019 16:00,0.102,0.036,0.089,11.49,,,,,,,,,,,,,
21/10/2019 16:00,21/10/2019 17:00,0.022,0.009,0.028,10.248,,,,,,,,,,,,,
21/10/2019 17:00,21/10/2019 18:00,0,0,0,8.941,,,,,,,,,,,,,
21/10/2019 18:00,21/10/2019 19:00,0,0,0,8.418,,,,,,,,,,,,,
21/10/2019 19:00,21/10/2019 20:00,0,0,0,7.624,,,,,,,,,,,,,
21/10/2019 20:00,21/10/2019 21:00,0,0,0,6.729,,,,,,,,,,,,,
21/10/2019 21:00,21/10/2019 22:00,0,0,0,5.938,,,,,,,,,,,,,
21/10/2019 22:00,21/10/2019 23:00,0,0,0,5.436,,,,,,,,,,,,,
21/10/2019 23:00,22/10/2019 00:00,0,0,0,5.444,,,,,,,,,,,,,
22/10/2019 00:00,22/10/2019 01:00,0,0,0,5.607,,,,,,,,,,,,,
22/10/2019 01:00,22/10/2019 02:00,0,0,0,5.463,,,,,,,,,,,,,
22/10/2019 02:00,22/10/2019 03:00,0,0,0,5.316,,,,,,,,,,,,,
22/10/2019 03:00,22/10/2019 04:00,0,0,0,4.98,,,,,,,,,,,,,
22/10/2019 04:00,22/10/2019 05:00,0,0,0,4.561,,,,,,,,,,,,,
22/10/2019 05:00,22/10/2019 06:00,0,0,0,4.465,,,,,,,,,,,,,
22/10/2019 06:00,22/10/2019 07:00,0,0,0,4.641,,,,,,,,,,,,,
22/10/2019 07:00,22/10/2019 08:00,0.011,0.004,0.018,5.163,,,,,,,,,,,,,
22/10/2019 08:00,22/10/2019 09:00,0.066,0.019,0.065,6.19,,,,,,,,,,,,,
22/10/2019 09:00,22/10/2019 10:00,0.198,0.104,0.12,7.524,,,,,,,,,,,,,
22/10/2019 10:00,22/10/2019 11:00,0.506,0.484,0.1,10.03,,,,,,,,,,,,,
22/10/2019 11:00,22/10/2019 12:00,0.599,0.622,0.089,11.822,,,,,,,,,,,,,
22/10/2019 12:00,22/10/2019 13:00,0.596,0.619,0.091,12.557,,,,,,,,,,,,,
22/10/2019 13:00,22/10/2019 14:00,0.544,0.553,0.09,12.851,,,,,,,,,,,,,
22/10/2019 14:00,22/10/2019 15:00,0.45,0.44,0.081,12.812,,,,,,,,,,,,,
22/10/2019 15:00,22/10/2019 16:00,0.29,0.262,0.069,12.21,,,,,,,,,,,,,
22/10/2019 16:00,22/10/2019 17:00,0.105,0.094,0.034,9.759,,,,,,,,,,,,,
22/10/2019 17:00,22/10/2019 18:00,0,0,0,7.44,,,,,,,,,,,,,
22/10/2019 18:00,22/10/2019 19:00,0,0,0,6.807,,,,,,,,,,,,,
22/10/2019 19:00,22/10/2019 20:00,0,0,0,6.301,,,,,,,,,,,,,
22/10/2019 20:00,22/10/2019 21:00,0,0,0,5.805,,,,,,,,,,,,,
22/10/2019 21:00,22/10/2019 22:00,0,0,0,5.399,,,,,,,,,,,,,
22/10/2019 22:00,22/10/2019 23:00,0,0,0,5.261,,,,,,,,,,,,,
22/10/2019 23:00,23/10/2019 00:00,0,0,0,5.367,,,,,,,,,,,,,
23/10/2019 00:00,23/10/2019 01:00,0,0,0,5.298,,,,,,,,,,,,,
23/10/2019 01:00,23/10/2019 02:00,0,0,0,5.458,,,,,,,,,,,,,
23/10/2019 02:00,23/10/2019 03:00,0,0,0,5.839,,,,,,,,,,,,,
23/10/2019 03:00,23/10/2019 04:00,0,0,0,5.977,,,,,,,,,,,,,
23/10/2019 04:00,23/10/2019 05:00,0,0,0,6.012,,,,,,,,,,,,,
23/10/2019 05:00,23/10/2019 06:00,0,0,0,5.664,,,,,,,,,,,,,
23/10/2019 06:00,23/10/2019 07:00,0,0,0,5.621,,,,,,,,,,,,,
23/10/2019 07:00,23/10/2019 08:00,0.009,0.003,0.017,6.249,,,,,,,,,,,,,
23/10/2019 08:00,23/10/2019 09:00,0.047,0.008,0.056,7.091,,,,,,,,,,,,,
23/10/2019 09:00,23/10/2019 10:00,0.125,0.034,0.114,8.047,,,,,,,,,,,,,
23/10/2019 10:00,23/10/2019 11:00,0.273,0.141,0.168,9.761,,,,,,,,,,,,,
23/10/2019 11:00,23/10/2019 12:00,0.308,0.167,0.183,11.204,,,,,,,,,,,,,
23/10/2019 12:00,23/10/2019 13:00,0.273,0.128,0.184,12.126,,,,,,,,,,,,,
23/10/2019 13:00,23/10/2019 14:00,0.236,0.102,0.169,12.704,,,,,,,,,,,,,
23/10/2019 14:00,23/10/2019 15:00,0.149,0.048,0.129,12.813,,,,,,,,,,,,,
23/10/2019 15:00,23/10/2019 16:00,0.063,0.014,0.07,12.321,,,,,,,,,,,,,
23/10/2019 16:00,23/10/2019 17:00,0.009,0.003,0.017,11.211,,,,,,,,,,,,,
23/10/2019 17:00,23/10/2019 18:00,0,0,0,10.337,,,,,,,,,,,,,
23/10/2019 18:00,23/10/2019 19:00,0,0,0,9.777,,,,,,,,,,,,,
23/10/2019 19:00,23/10/2019 20:00,0,0,0,9.458,,,,,,,,,,,,,
23/10/2019 20:00,23/10/2019 21:00,0,0,0,9.413,,,,,,,,,,,,,
23/10/2019 21:00,23/10/2019 22:00,0,0,0,9.162,,,,,,,,,,,,,
23/10/2019 22:00,23/10/2019 23:00,0,0,0,8.799,,,,,,,,,,,,,
23/10/2019 23:00,24/10/2019 00:00,0,0,0,8.806,,,,,,,,,,,,,
24/10/2019 00:00,24/10/2019 01:00,0,0,0,9.023,,,,,,,,,,,,,
24/10/2019 01:00,24/10/2019 02:00,0,0,0,9.015,,,,,,,,,,,,,
24/10/2019 02:00,24/10/2019 03:00,0,0,0,8.999,,,,,,,,,,,,,
24/10/2019 03:00,24/10/2019 04:00,0,0,0,8.877,,,,,,,,,,,,,
24/10/2019 04:00,24/10/2019 05:00,0,0,0,8.558,,,,,,,,,,,,,
24/10/2019 05:00,24/10/2019 06:00,0,0,0,8.287,,,,,,,,,,,,,
24/10/2019 06:00,24/10/2019 07:00,0,0,0,8.139,,,,,,,,,,,,,
24/10/2019 07:00,24/10/2019 08:00,0,0,0.006,8.197,,,,,,,,,,,,,
24/10/2019 08:00,24/10/2019 09:00,0.013,0.001,0.023,8.794,,,,,,,,,,,,,
24/10/2019 09:00,24/10/2019 10:00,0.075,0.01,0.085,9.556,,,,,,,,,,,,,
24/10/2019 10:00,24/10/2019 11:00,0.179,0.053,0.154,10.581,,,,,,,,,,,,,
24/10/2019 11:00,24/10/2019 12:00,0.252,0.105,0.182,11.444,,,,,,,,,,,,,
24/10/2019 12:00,24/10/2019 13:00,0.266,0.117,0.187,11.89,,,,,,,,,,,,,
24/10/2019 13:00,24/10/2019 14:00,0.157,0.038,0.146,11.786,,,,,,,,,,,,,
24/10/2019 14:00,24/10/2019 15:00,0.077,0.012,0.087,11.476,,,,,,,,,,,,,
24/10/2019 15:00,24/10/2019 16:00,0.102,0.038,0.087,11.412,,,,,,,,,,,,,
24/10/2019 16:00,24/10/2019 17:00,0.059,0.042,0.036,10.25,,,,,,,,,,,,,
24/10/2019 17:00,24/10/2019 18:00,0,0,0,8.586,,,,,,,,,,,,,
24/10/2019 18:00,24/10/2019 19:00,0,0,0,8.393,,,,,,,,,,,,,
24/10/2019 19:00,24/10/2019 20:00,0,0,0,8.159,,,,,,,,,,,,,
24/10/2019 20:00,24/10/2019 21:00,0,0,0,7.936,,,,,,,,,,,,,
24/10/2019 21:00,24/10/2019 22:00,0,0,0,7.581,,,,,,,,,,,,,
24/10/2019 22:00,24/10/2019 23:00,0,0,0,7.846,,,,,,,,,,,,,
24/10/2019 23:00,25/10/2019 00:00,0,0,0,7.97,,,,,,,,,,,,,
25/10/2019 00:00,25/10/2019 01:00,0,0,0,7.981,,,,,,,,,,,,,
25/10/2019 01:00,25/10/2019 02:00,0,0,0,8.044,,,,,,,,,,,,,
25/10/2019 02:00,25/10/2019 03:00,0,0,0,8.076,,,,,,,,,,,,,
25/10/2019 03:00,25/10/2019 04:00,0,0,0,8.073,,,,,,,,,,,,,
25/10/2019 04:00,25/10/2019 05:00,0,0,0,8.022,,,,,,,,,,,,,
25/10/2019 05:00,25/10/2019 06:00,0,0,0,7.939,,,,,,,,,,,,,
25/10/2019 06:00,25/10/2019 07:00,0,0,0,7.924,,,,,,,,,,,,,
25/10/2019 07:00,25/10/2019 08:00,0.006,0.002,0.013,8.137,,,,,,,,,,,,,
25/10/2019 08:00,25/10/2019 09:00,0.083,0.029,0.075,9.09,,,,,,,,,,,,,
25/10/2019 09:00,25/10/2019 10:00,0.185,0.085,0.129,10.527,,,,,,,,,,,,,
25/10/2019 10:00,25/10/2019 11:00,0.209,0.083,0.158,11.902,,,,,,,,,,,,,
25/10/2019 11:00,25/10/2019 12:00,0.21,0.07,0.173,12.749,,,,,,,,,,,,,
25/10/2019 12:00,25/10/2019 13:00,0.137,0.026,0.139,13.197,,,,,,,,,,,,,
25/10/2019 13:00,25/10/2019 14:00,0.141,0.031,0.137,13.986,,,,,,,,,,,,,
25/10/2019 14:00,25/10/2019 15:00,0.141,0.045,0.125,14.413,,,,,,,,,,,,,
25/10/2019 15:00,25/10/2019 16:00,0.081,0.025,0.078,14.229,,,,,,,,,,,,,
25/10/2019 16:00,25/10/2019 17:00,0.011,0.004,0.019,13.833,,,,,,,,,,,,,
25/10/2019 17:00,25/10/2019 18:00,0,0,0,13.595,,,,,,,,,,,,,
25/10/2019 18:00,25/10/2019 19:00,0,0,0,13.69,,,,,,,,,,,,,
25/10/2019 19:00,25/10/2019 20:00,0,0,0,13.707,,,,,,,,,,,,,
25/10/2019 20:00,25/10/2019 21:00,0,0,0,13.631,,,,,,,,,,,,,
25/10/2019 21:00,25/10/2019 22:00,0,0,0,13.558,,,,,,,,,,,,,
25/10/2019 22:00,25/10/2019 23:00,0,0,0,13.535,,,,,,,,,,,,,
25/10/2019 23:00,26/10/2019 00:00,0,0,0,13.539,,,,,,,,,,,,,
26/10/2019 00:00,26/10/2019 01:00,0,0,0,13.58,,,,,,,,,,,,,
26/10/2019 01:00,26/10/2019 02:00,0,0,0,13.542,,,,,,,,,,,,,
26/10/2019 02:00,26/10/2019 03:00,0,0,0,13.42,,,,,,,,,,,,,
26/10/2019 03:00,26/10/2019 04:00,0,0,0,13.283,,,,,,,,,,,,,
26/10/2019 04:00,26/10/2019 05:00,0,0,0,13.161,,,,,,,,,,,,,
26/10/2019 05:00,26/10/2019 06:00,0,0,0,13.066,,,,,,,,,,,,,
26/10/2019 06:00,26/10/2019 07:00,0,0,0,12.951,,,,,,,,,,,,,
26/10/2019 07:00,26/10/2019 08:00,0.001,0,0.007,12.851,,,,,,,,,,,,,
26/10/2019 08:00,26/10/2019 09:00,0.026,0.003,0.039,12.969,,,,,,,,,,,,,
26/10/2019 09:00,26/10/2019 10:00,0.065,0.006,0.079,13.238,,,,,,,,,,,,,
26/10/2019 10:00,26/10/2019 11:00,0.047,0.003,0.063,13.362,,,,,,,,,,,,,
26/10/2019 11:00,26/10/2019 12:00,0.081,0.006,0.097,13.603,,,,,,,,,,,,,
26/10/2019 12:00,26/10/2019 13:00,0.069,0.004,0.086,13.643,,,,,,,,,,,,,
26/10/2019 13:00,26/10/2019 14:00,0.058,0.004,0.075,13.242,,,,,,,,,,,,,
26/10/2019 14:00,26/10/2019 15:00,0.037,0.002,0.051,12.205,,,,,,,,,,,,,
26/10/2019 15:00,26/10/2019 16:00,0.019,0.001,0.031,10.322,,,,,,,,,,,,,
26/10/2019 16:00,26/10/2019 17:00,0.002,0,0.008,7.873,,,,,,,,,,,,,
26/10/2019 17:00,26/10/2019 18:00,0,0,0,6.018,,,,,,,,,,,,,
26/10/2019 18:00,26/10/2019 19:00,0,0,0,5.53,,,,,,,,,,,,,
26/10/2019 19:00,26/10/2019 20:00,0,0,0,5.377,,,,,,,,,,,,,
26/10/2019 20:00,26/10/2019 21:00,0,0,0,5.243,,,,,,,,,,,,,
26/10/2019 21:00,26/10/2019 22:00,0,0,0,5.195,,,,,,,,,,,,,
26/10/2019 22:00,26/10/2019 23:00,0,0,0,5.059,,,,,,,,,,,,,
26/10/2019 23:00,27/10/2019 00:00,0,0,0,4.812,,,,,,,,,,,,,
27/10/2019 00:00,27/10/2019 01:00,0,0,0,4.462,,,,,,,,,,,,,
27/10/2019 01:00,27/10/2019 01:00,0,0,0,4.148,,,,,,,,,,,,,
27/10/2019 02:00,27/10/2019 02:00,0,0,0,3.788,,,,,,,,,,,,,
27/10/2019 03:00,27/10/2019 03:00,0,0,0,3.484,,,,,,,,,,,,,
27/10/2019 04:00,27/10/2019 04:00,0,0,0,3.268,,,,,,,,,,,,,
27/10/2019 05:00,27/10/2019 05:00,0,0,0,2.991,,,,,,,,,,,,,
27/10/2019 06:00,27/10/2019 06:00,0,0,0,2.636,,,,,,,,,,,,,
27/10/2019 07:00,27/10/2019 07:00,0.02,0.017,0.017,2.658,,,,,,,,,,,,,
27/10/2019 08:00,27/10/2019 08:00,0.173,0.131,0.063,4.114,,,,,,,,,,,,,
27/10/2019 09:00,27/10/2019 09:00,0.448,0.439,0.062,5.962,,,,,,,,,,,,,
27/10/2019 10:00,27/10/2019 10:00,0.575,0.601,0.064,8.318,,,,,,,,,,,,,
27/10/2019 11:00,27/10/2019 11:00,0.638,0.688,0.067,9.667,,,,,,,,,,,,,
